HikingClub_photos_0045,View from Guyot Aug 31 - Sept 1-2-1929 (image number 343),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0046,View from Guyot Aug 31 - Sept 1-2-1929 (image number 344),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Guyot,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0047,Pinnacle at Greenbrier Aug 31 - Sept 1-2-1929 (image number 345),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Greenbrier Pinnacle,Greenbrier,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0048,Crossing river at Greenbrier on way back from Guyot Aug 31 - Sept 1-2-1929 (image number 346),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,West Prong of Little Pigeon River,Greenbrier,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0049,Chestnut Tree on way to Guyot. Over 20 ft. in circumference. Aug 31 - Sept 1-2-1929 (image number 348),,,8/31-9/1-2/1929,1929-08-31/1929-09-02,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Greenbrier,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0050,Bird Reserve Installation of Officers Dec 15-1929 ,,,12/15/1929,1929-12-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph. Unable to read image number on photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0052,On trail to Mt. Nebo Jan 12-1930 (image number 403),,,1/12/1930,1930-01-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Nebo,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0053,Club Leaving Cars for Mt. Nebo Jan 12-1930 (image number 406),,,1/12/1930,1930-01-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Nebo,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0054,Club Leaving for Mt. Nebo Jan 12-1930 (image number 401),,,1/12/1930,1930-01-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Nebo,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0055,Bird Reserve Dec 15-1930 (image number 619),,"Albert ""Dutch"" Roth in front, second from left ",12/15/1930,1930-12-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0056,View of Mts. in North Carolina from State Line between Deal Gap & Parson Bald Feb 1-1931 (image number 666),,,2/1/1931,1931-02-01,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Deals Gap,Parson Bald ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0057,On top of Gregory Bald Feb 15-1931 (image number 664),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0058,View of Calderwood Dam with Mt. of North Carolina in background taken from state Highway on way to Deal Gap. Feb 15-1931 (image number 665),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Calderwood Dam,Deals Gap,TN Highway 129,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0059,View of State Line from Gregory Bald Feb 15-1931 (image number 667),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0060,View of Mt. in North Carolina from Gregory Bald Feb 15-1931 (image number 668),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0061,Looking in North Carolina from Gregory Bald Feb 1-1931 (image 669),,,2/1/1931,1931-02-01,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0062,View from Gregory Bald of the State Line looking toward Thunderhead Feb 15-1931 (image number 670),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0063,View of Gregory Bald from Parson Bald. Feb 15-1931 (image number 671),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,Parson Bald,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0064,Cades Cove from Gregory Bald Feb 15-1931 (image number 672),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,Cades Cove,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0065,Looking back over State Line from Gregory Bald Feb 15-1931 (image number 673),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0066,Cades Cove from Gregory Bald Feb 15-1931 (image number 674),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Gregory Bald,Cades Cove,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0067,View of Mt. in North Carolina taken on State Line between Deal Gap & Parson Bald Feb 15-1931 (image number 675),,,2/15/1931,1931-02-15,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Deals Gap,Parson Bald,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0068,On the Trail between Tremont & Thunderhead Special HIke March 22-1931 (image number 692),,,3/22/1931,1931-03-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Bote Mountain Trail,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0069,Vine on trail between Tremont & Thunderhead. Special Hike March 22-1931 (image number 693),,,3/22/1931,1931-03-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Bote Mountain Trail,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0070,Along trail coming down Bolt Mt. Special Hike March 22-1931 (image number 694),,,3/22/1931,1931-03-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Bote Mountain Trail,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0071,Along state line between Mineral Gap & Thunderhead March 22-1931 (image number 695),,,3/22/1931,1931-03-22,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mineral Gap,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0072,At Tremont April 11-12-1931 (image number 707),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Tremont ,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0073,Looking across state line from Thunderhead Spence Field in Right of Center. April 11-12-1931 (image number 708),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Mountain,Spence Field ,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0074,Looking back across State Line toward Clingman Dome from Thunderhead April 11-12-1931 (image number 709),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Clingmans Dome,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0075,Looking back across State Line toward Clingman Dome from Thunderhead April 11-12-1931 (image number 710),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Clingmans Dome,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0076,Looking back across State Line from side of Thunderhead Clingman Dome in background April 11-12-1931 (image number 711),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Clingmans Dome,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0077,Cades Cove in distance taken from Thunderhead April 11-12-1931 (image number 712),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Cades Cove,Thunderhead Mountain,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0078,Cascading water on Thunderhead Prong (image number 713),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Prong,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0079,Thunderhead Prong along trail to Thunderhead April 11-12-1931 (image number 714),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Prong,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0080,Thunderhead Prong on way to Thunderhead April 11-12-1931 (image number 715),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Prong,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0081,Creek April 11-12-1931 (image number 716),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Prong,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0083,Along Thunderhead Prong on way to Thunderhead April 11-12-1931 (image number 718),,,4/11-12/1931,1931-04-11/1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Thunderhead Prong,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0084,Wreck on Little River Lumber Co. above Tremont on April 10-1931 Picture taken on April 12-1931. 2 engines and seven cars (image number 719).,,,4/12/1931,1931-04-12,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Tremont,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0086,Flash Light Picture on Le Conte May 2-3-1931 (image number 736),,"Albert ""Dutch"" Roth in front third from right",5/2-3/1931,1931-05-02/1931-05-03,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Le Conte,Le Conte Lodge,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0087,Landscape View (image number 607),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0088,Hilltop with trees in foreground (image number 618),,,1928-1931,1928/1931,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title created from image details.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClub_photos_0089,On Le Conte on way to Rock Spur.  Mt. LeConte snow.  March 3-4-1928,,"Albert ""Dutch"" Roth second from right in foreground ",3/3-4/1928,1928-03-03/1928-03-04,Smoky Mountains Hiking Club Records,MS.0423,,Box 1,3.5 x 5.75 inches,photographs,eng-English,Great Smoky Mountains,Mount Le Conte ,Rocky Spur,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Title is from information on back of photograph.,Collection donated by Laura E. and Ella Luttrell,reformatted digital,still image
HikingClubHandbook_1926,"Smoky Mountains Hiking Club Knoxville, Tennessee Season 1926",,,1926,1926,,,F442.1.S5 1926,,6.25 x 3.5 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1927,Program of Hikes for 1927: Smoky Mountains Hiking Club,,,1927,1927,,,F442.1.S5 1927,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1928,Annual Publication of the Smoky Mountains Hiking Club: Program of Hikes for 1928 and Other Information,Program of Hikes for 1928: Smoky Mountains Hiking Club,,1928,1928,,,F442.1.S5 1928,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1929,Annual Publication of the Smoky Mountains Hiking Club: Program of Hikes for 1929 and Other Information,Program of Hikes for 1929: Smoky Mountains Hiking Club,,1929,1929,,,F442.1.S5 1929,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1930,Annual Publication of the Smoky Mountains Hiking Club: Program of Hikes for 1930 and Other Information,Program of Hikes for 1930: Smoky Mountains Hiking Club,,1930,1930,,,F442.1.S5 1930,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1931,Sixth Annual Handbook of the Smoky Mountains Hiking Club: Program Hikes for 1931 and Other Information,Sixth Annual Handbook 1931: Smoky Mountains Hiking Club,,1931,1931,,,F442.1.S5 1931,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1932,Smoky Mountains Hiking Club Program for 1932 and Other Information,Seventh Annual Handbook 1932: Smoky Mountains Hiking Club,,1932,1932,,,F442.1.S5 1932,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1933,1933 Handbook of the Smoky Mountains Hiking Club,Eighth Annual Handbook of the Smoky Mountains Hiking Club 1933,,1933,1933,,,F442.1.S5 1933,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
HikingClubHandbook_1934,1934 Handbook of the Smoky Mountains Hiking Club,Ninth Annual Handbook of the Smoky Mountains Hiking Club 1934,,1934,1934,,,F442.1.S5 1934,,6 x 4 inches,books,eng-English,Great Smoky Mountains,,,,Smoky Mountains Hiking Club,,Smoky Mountains Hiking Club Handbooks,"University of Tennessee, Knoxville. Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,reformatted digital,text
